link
https://www.filmweb.pl/person/Leonardo+DiCaprio-30 
https://www.filmweb.pl/person/Johnny+Depp-29 
https://www.filmweb.pl/person/Brad+Pitt-205 
https://www.filmweb.pl/person/Robert+De+Niro-123 
https://www.filmweb.pl/person/Samuel+L.+Jackson-53 
https://www.filmweb.pl/person/Tom+Hanks-124 
https://www.filmweb.pl/person/Robert+Downey+Jr.-31 
https://www.filmweb.pl/person/Tom+Hardy-57104 
https://www.filmweb.pl/person/Al+Pacino-78 
https://www.filmweb.pl/person/Jake+Gyllenhaal-48101 
https://www.filmweb.pl/person/Ryan+Gosling-55013 
https://www.filmweb.pl/person/Willem+Dafoe-157 
https://www.filmweb.pl/person/Meryl+Streep-109 
https://www.filmweb.pl/person/Colin+Firth-2568 
https://www.filmweb.pl/person/Keanu+Reeves-87 
https://www.filmweb.pl/person/Emma+Stone-611405 
https://www.filmweb.pl/person/Jason+Statham-6552 
https://www.filmweb.pl/person/Liam+Neeson-74 
https://www.filmweb.pl/person/Tom+Cruise-24 
https://www.filmweb.pl/person/Jude+Law-4033 
https://www.filmweb.pl/person/Chris+Hemsworth-196396 
https://www.filmweb.pl/person/Sylvester+Stallone-215 
https://www.filmweb.pl/person/Amy+Adams-54011 
https://www.filmweb.pl/person/Mark+Ruffalo-6650 
https://www.filmweb.pl/person/Angelina+Jolie-329 
https://www.filmweb.pl/person/Kate+Winslet-119 
https://www.filmweb.pl/person/Robert+Wi%C4%99ckiewicz-8931 
https://www.filmweb.pl/person/Marcin+Doroci%C5%84ski-42489 
https://www.filmweb.pl/person/James+McAvoy-69978 
https://www.filmweb.pl/person/Denzel+Washington-220 
https://www.filmweb.pl/person/Emma+Watson-40209 
https://www.filmweb.pl/person/Tom+Hiddleston-319053 
https://www.filmweb.pl/person/Christian+Bale-3238 
https://www.filmweb.pl/person/Morgan+Freeman-176 
https://www.filmweb.pl/person/Anthony+Hopkins-48 
https://www.filmweb.pl/person/Scarlett+Johansson-4592 
https://www.filmweb.pl/person/Benedict+Cumberbatch-232426 
https://www.filmweb.pl/person/Helena+Bonham+Carter-232 
https://www.filmweb.pl/person/Gary+Oldman-76 
https://www.filmweb.pl/person/Bradley+Cooper-57074 
https://www.filmweb.pl/person/Jennifer+Lawrence-612192 
https://www.filmweb.pl/person/Ian+McKellen-6149 
https://www.filmweb.pl/person/Russell+Crowe-380 
https://www.filmweb.pl/person/Michael+Fassbender-172683 
https://www.filmweb.pl/person/Nicole+Kidman-59 
https://www.filmweb.pl/person/Quentin+Tarantino-111 
https://www.filmweb.pl/person/Keira+Knightley-45406 
https://www.filmweb.pl/person/Ewan+McGregor-71 
https://www.filmweb.pl/person/Christoph+Waltz-69501 
https://www.filmweb.pl/person/Charlize+Theron-2524 
https://www.filmweb.pl/person/Bruce+Willis-117 
https://www.filmweb.pl/person/Woody+Harrelson-44 
https://www.filmweb.pl/person/Orlando+Bloom-8346 
https://www.filmweb.pl/person/Jared+Leto-2803 
https://www.filmweb.pl/person/Chris+Evans-132277 
https://www.filmweb.pl/person/Matt+Damon-158 
https://www.filmweb.pl/person/Kevin+Spacey-105 
https://www.filmweb.pl/person/Jack+Nicholson-75 
https://www.filmweb.pl/person/Ralph+Fiennes-171 
https://www.filmweb.pl/person/Ryan+Reynolds-56971 
https://www.filmweb.pl/person/Margot+Robbie-956654 
https://www.filmweb.pl/person/Hugh+Jackman-7916 
https://www.filmweb.pl/person/Cezary+Pazura-81 
https://www.filmweb.pl/person/Natalie+Portman-316 
https://www.filmweb.pl/person/Edward+Norton-4641 
https://www.filmweb.pl/person/Joaquin+Phoenix-5028 
https://www.filmweb.pl/person/Clint+Eastwood-122 
https://www.filmweb.pl/person/Matthew+McConaughey-2556 
https://www.filmweb.pl/person/Harrison+Ford-174 
https://www.filmweb.pl/person/Alan+Rickman-89 
https://www.filmweb.pl/person/Cate+Blanchett-6495 
https://www.filmweb.pl/person/Will+Smith-214 
https://www.filmweb.pl/person/Dwayne+Johnson-40277 
https://www.filmweb.pl/person/Maciej+Stuhr-360 
https://www.filmweb.pl/person/Rachel+McAdams-84297 
https://www.filmweb.pl/person/Andrzej+Grabowski-501 
https://www.filmweb.pl/person/Ben+Affleck-125 
https://www.filmweb.pl/person/Agata+Kulesza-74184 
https://www.filmweb.pl/person/J.K.+Simmons-3458 
https://www.filmweb.pl/person/Mel+Gibson-39 
https://www.filmweb.pl/person/Viggo+Mortensen-3060 
https://www.filmweb.pl/person/Vin+Diesel-4352 
https://www.filmweb.pl/person/Anne+Hathaway-46351 
https://www.filmweb.pl/person/Jim+Carrey-148 
https://www.filmweb.pl/person/Michael+Caine-328 
https://www.filmweb.pl/person/Janusz+Gajos-311 
https://www.filmweb.pl/person/Nicolas+Cage-15 
https://www.filmweb.pl/person/Julianne+Moore-314 
https://www.filmweb.pl/person/Bogus%C5%82aw+Linda-66 
https://www.filmweb.pl/person/Eddie+Redmayne-339378 
https://www.filmweb.pl/person/Arkadiusz+Jakubik-64298 
https://www.filmweb.pl/person/Daniel+Radcliffe-40207 
https://www.filmweb.pl/person/Daniel+Craig-3552 
https://www.filmweb.pl/person/Martin+Freeman-61851 
https://www.filmweb.pl/person/Mark+Wahlberg-288 
https://www.filmweb.pl/person/Adam+Driver-1306663 
https://www.filmweb.pl/person/Mads+Mikkelsen-63456 
https://www.filmweb.pl/person/Robert+Pattinson-164450 
https://www.filmweb.pl/person/Robin+Williams-223 
https://www.filmweb.pl/person/Heath+Ledger-6322 
